StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q54_1,Q54_2,Q54_3,Q54_4,Q54_5,Q54_6,Q54_7,Q54_8,Q54_9,Q54_10,Q54_11,Q42,Q43,Q45,Q46,Q47,Q48,Q49,Q50,Q51
11/25/2018 18:16,11/25/2018 18:19,IP Address,72.223.26.242,100,167,TRUE,11/25/2018 18:19,R_3HvLVQ8Oze2qaoN,,,,,33.33630371,-111.9197006,anonymous,EN,"I consent, begin the study",13.926,47.672,49.042,11,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Buy,Buy,Won't buy,2-3 times a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,Prefer not to answer
11/25/2018 18:53,11/25/2018 18:55,IP Address,172.58.201.167,100,123,TRUE,11/25/2018 18:55,R_2V9KxJ8N16ibbah,,,,,39.9447937,-75.22879791,anonymous,EN,"I consent, begin the study",1.481,50.981,51.992,49,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,26 - 35 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Student,"$25,000 - $49,999"
11/25/2018 18:56,11/25/2018 18:59,IP Address,103.114.192.82,100,192,TRUE,11/25/2018 18:59,R_242j4ctdZyPdZzC,,,,,22.25,114.166687,anonymous,EN,"I consent, begin the study",3.267,64.903,65.967,41,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,18 - 25 years old,Female,No,Asian,"Professional degree (e.g. MD, DDS, DVM)",Employed full time (40 hours or more a week),"$1 - $9,999"
11/25/2018 18:57,11/25/2018 19:01,IP Address,67.171.73.150,100,239,TRUE,11/25/2018 19:01,R_33goNyBTEuu4EeC,,,,,40.4723053,-79.91320038,anonymous,EN,"I consent, begin the study",7.996,74.768,75.996,45,Won't buy,Won't buy,Buy,Buy,Won't buy,Buy,Buy,Buy,Buy,Buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,26 - 35 years old,Male,No,Black or African American,"Professional degree (e.g. MD, DDS, DVM)",Employed full time (40 hours or more a week),"$50,000 - $74,999"
11/25/2018 19:11,11/25/2018 19:13,IP Address,137.132.180.3,100,135,TRUE,11/25/2018 19:13,R_3D1OnSxaWGaNESX,,,,,1.293106079,103.8558044,anonymous,EN,"I consent, begin the study",3.23,36.234,37.202,44,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Buy,Buy,Once a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,Prefer not to answer
11/25/2018 19:11,11/25/2018 19:14,IP Address,71.61.179.33,100,152,TRUE,11/25/2018 19:14,R_3oXy8MO4cEGpBQP,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",3.042,45.613,47.378,47,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly more than half,26 - 35 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Unemployed and currently looking for work,No income
11/25/2018 19:14,11/25/2018 19:19,IP Address,162.129.251.105,100,263,TRUE,11/25/2018 19:19,R_2ymwGK9wBL8DTHn,,,,,39.33650208,-76.54109955,anonymous,EN,"I consent, begin the study",3.224,29.993,30.035,37,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,2-3 times a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Employed part time (up to 39 hours a week),"$1 - $9,999"
11/25/2018 19:44,11/25/2018 19:45,IP Address,50.93.222.53,100,115,TRUE,11/25/2018 19:45,R_31iQb9g6YwKy8Qa,,,,,43.06530762,-89.40000153,anonymous,EN,"I consent, begin the study",2.063,32.376,33.026,45,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,2-3 times a month,Approximately half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/25/2018 20:47,11/25/2018 20:50,IP Address,172.56.29.90,100,188,TRUE,11/25/2018 20:50,R_Yamgh3I5piNDuaB,,,,,40.03379822,-75.17310333,anonymous,EN,"I consent, begin the study",10.924,83.727,84.327,41,,,,,,,,,,,,Won't buy,Buy,Won't buy,Buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Once a month,None,26 - 35 years old,Male,No,Prefer not to answer,"Bachelor's degree (e.g. BA, BS)",Student,"$25,000 - $49,999"
11/25/2018 21:06,11/25/2018 21:08,IP Address,107.77.198.78,100,93,TRUE,11/25/2018 21:08,R_6rmFILq0vk3V7eV,,,,,32.78289795,-96.87139893,anonymous,EN,"I consent, begin the study",3.079,33.248,34.298,36,,,,,,,,,,,,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Once a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 22:22,11/25/2018 22:24,IP Address,24.2.127.253,100,168,TRUE,11/25/2018 22:24,R_eILnr8T39mxfjah,,,,,40.43080139,-79.92050171,anonymous,EN,"I consent, begin the study",6.712,82.524,85.043,72,,,,,,,,,,,,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,None,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),"$75,000 - $99,999"
11/25/2018 22:29,11/25/2018 22:30,IP Address,73.188.226.65,100,107,TRUE,11/25/2018 22:30,R_3fpCbMWWDxAymH0,,,,,39.75709534,-75.56349945,anonymous,EN,"I consent, begin the study",3.118,51.962,52.81,48,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Won't buy,2-3 times a week,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),"$50,000 - $74,999"
11/25/2018 22:36,11/25/2018 22:38,IP Address,67.163.151.222,100,143,TRUE,11/25/2018 22:38,R_3qsSVRzuYbtFYPf,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",5.723,55.916,56.522,40,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly less than half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/25/2018 23:26,11/25/2018 23:28,IP Address,172.56.28.17,100,87,TRUE,11/25/2018 23:28,R_3pmMMkjovfY0WGn,,,,,40.01179504,-75.14559937,anonymous,EN,"I consent, begin the study",0.64,30.533,31.442,50,,,,,,,,,,,,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Less often,Significantly less than half,18 - 25 years old,Male,No,American Indian or Alaska Native,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 23:33,11/25/2018 23:35,IP Address,24.3.19.45,100,118,TRUE,11/25/2018 23:35,R_2Cv75ke3NcE3G5c,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",0.101,58.836,60.042,45,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Less often,None,26 - 35 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$10,000 - $24,999"
11/25/2018 23:35,11/25/2018 23:38,IP Address,67.171.78.96,100,206,TRUE,11/25/2018 23:38,R_3e9TwrldLvZVVOx,,,,,40.47520447,-79.95279694,anonymous,EN,"I consent, begin the study",14.499,58.1,59.223,11,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly less than half,26 - 35 years old,Male,Yes,White or Caucasian,"Master's degree (e.g. MA, MS, MEd)",Student,"$25,000 - $49,999"
11/25/2018 23:41,11/25/2018 23:42,IP Address,67.171.65.145,100,71,TRUE,11/25/2018 23:42,R_Oxa560pKIq085bz,,,,,40.45249939,-79.93190002,anonymous,EN,"I consent, begin the study",0.974,32.313,32.797,47,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 23:40,11/25/2018 23:43,IP Address,128.237.168.195,100,132,TRUE,11/25/2018 23:43,R_1GIFx5lUk6M97MU,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",2.69,42.792,44.371,61,Buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,,,,,,,,,,,,Once a month,Approximately half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/26/2018 0:04,11/26/2018 0:06,IP Address,73.79.229.106,100,134,TRUE,11/26/2018 0:06,R_2S1dsPukL9JGYJ7,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",3.882,67.972,68.738,75,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Less often,All,18 - 25 years old,Female,No,White or Caucasian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/26/2018 0:05,11/26/2018 0:07,IP Address,74.98.225.149,100,109,TRUE,11/26/2018 0:07,R_2Xh2KERlZJB378K,,,,,40.4723053,-79.91320038,anonymous,EN,"I consent, begin the study",4.378,48.654,51.11,55,Won't buy,Won't buy,Buy,Buy,Buy,Buy,Won't buy,Buy,Buy,Won't buy,Buy,,,,,,,,,,,,2-3 times a month,Approximately half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 22:29,11/26/2018 0:07,IP Address,107.77.224.145,100,5919,TRUE,11/26/2018 0:07,R_2YgnjxT8xR5llp9,,,,,40.70950317,-73.95629883,anonymous,EN,"I consent, begin the study",0.936,44.797,45.685,49,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Buy,Once a week,Significantly less than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/26/2018 6:50,11/26/2018 7:02,IP Address,197.253.4.202,100,747,TRUE,11/26/2018 7:02,R_2SJM1oc4dzndgy4,,,,,7.621002197,5.221496582,anonymous,EN,"I consent, begin the study",0.63,177.965,180.306,67,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,2-3 times a week,None,26 - 35 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Employed part time (up to 39 hours a week),"$1 - $9,999"
11/26/2018 7:36,11/26/2018 7:38,IP Address,24.131.225.56,100,136,TRUE,11/26/2018 7:38,R_A5qMDC8Mndc3Mk1,,,,,40.43080139,-79.92050171,anonymous,EN,"I consent, begin the study",6.529,48.652,49.381,39,,,,,,,,,,,,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Buy,Won't buy,Buy,Once a month,Significantly less than half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/26/2018 7:54,11/26/2018 8:14,IP Address,129.205.114.24,100,1160,TRUE,11/26/2018 8:14,R_2Pu2kFbb0Y5x5aR,,,,,6.453094482,3.395797729,anonymous,EN,"I consent, begin the study",4.526,293.524,294.032,155,,,,,,,,,,,,Won't buy,Buy,Buy,Buy,Buy,Buy,Won't buy,Won't buy,Buy,Buy,Won't buy,2-3 times a month,None,26 - 35 years old,Male,No,Black or African American,"Doctorate (e.g. PhD, EdD)",Employed full time (40 hours or more a week),"Above $150,000"
11/26/2018 8:23,11/26/2018 8:24,IP Address,71.61.179.33,100,86,TRUE,11/26/2018 8:24,R_2q96SqjZtP37qMx,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",6.132,31.007,31.465,34,,,,,,,,,,,,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,2-3 times a month,Significantly less than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/26/2018 10:35,11/26/2018 10:38,IP Address,167.219.0.176,100,170,TRUE,11/26/2018 10:38,R_3DkJVsJqXXYRAh0,,,,,37.75100708,-97.8219986,anonymous,EN,"I consent, begin the study",4.162,100.199,100.718,118,,,,,,,,,,,,Buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,2-3 times a month,Approximately half,26 - 35 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Employed full time (40 hours or more a week),"$100,000 - $149,999"
11/26/2018 11:36,11/26/2018 11:38,IP Address,128.237.219.30,100,88,TRUE,11/26/2018 11:38,R_1dnvRTIWecRLRJN,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",3.773,24.095,25.34,12,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Less often,Significantly less than half,26 - 35 years old,Female,No,Asian,"Doctorate (e.g. PhD, EdD)",Employed full time (40 hours or more a week),"$25,000 - $49,999"
11/27/2018 18:26,11/27/2018 18:29,IP Address,107.3.80.135,100,152,TRUE,11/27/2018 18:29,R_XG0bE9KCBglAHlL,,,,,42.36470032,-71.10420227,anonymous,EN,"I consent, begin the study",9.893,47.689,48.981,11,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly less than half,26 - 35 years old,Male,No,Black or African American,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),Prefer not to answer
11/28/2018 8:20,11/28/2018 8:24,IP Address,23.239.97.138,100,230,TRUE,11/28/2018 8:24,R_2ROAlhgHMnmHrcX,,,,,34.05839539,-118.2779999,anonymous,EN,"I consent, begin the study",7.062,38.581,40.481,16,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Less often,Significantly more than half,18 - 25 years old,Male,No,Asian,"Some college, no degree",Student,No income
11/28/2018 19:06,11/28/2018 19:09,IP Address,172.105.207.180,100,201,TRUE,11/28/2018 19:09,R_1dAZsL3bqspfgVK,,,,,35.69000244,139.6900024,anonymous,EN,"I consent, begin the study",0.618,9.674,10.72,12,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Approximately half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),"$1 - $9,999"
11/28/2018 19:23,11/28/2018 19:25,IP Address,71.199.122.114,100,94,TRUE,11/28/2018 19:25,R_2afzOxhCeg21fyu,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",2.053,26.825,27.649,40,,,,,,,,,,,,Won't buy,Buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Once a month,Significantly less than half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/28/2018 19:27,11/28/2018 19:28,IP Address,71.199.114.234,100,109,TRUE,11/28/2018 19:28,R_XjMtGTJZ9aWrJqp,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",4.829,29.53,30.184,54,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Approximately half,26 - 35 years old,Female,Prefer not to answer,Prefer not to answer,"Master's degree (e.g. MA, MS, MEd)",Student,"$50,000 - $74,999"
11/28/2018 19:38,11/28/2018 19:40,IP Address,24.3.19.129,100,134,TRUE,11/28/2018 19:40,R_1LAoNHODldglMDx,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",6.465,36.583,37.678,41,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Once a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/28/2018 19:42,11/28/2018 19:46,IP Address,173.75.41.118,100,249,TRUE,11/28/2018 19:46,R_0IgZBDrQs6rG5zP,,,,,40.4723053,-79.91320038,anonymous,EN,"I consent, begin the study",7.143,92.504,93.282,85,,,,,,,,,,,,Buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Buy,Buy,Won't buy,Less often,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/28/2018 19:47,11/28/2018 19:48,IP Address,24.131.19.83,100,88,TRUE,11/28/2018 19:48,R_31ZWQB3MAhGPARa,,,,,40.43080139,-79.92050171,anonymous,EN,"I consent, begin the study",3.687,32.36,33.661,57,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,26 - 35 years old,Male,Prefer not to answer,Prefer not to answer,"Master's degree (e.g. MA, MS, MEd)",Student,Prefer not to answer
11/29/2018 11:56,11/29/2018 11:58,IP Address,31.53.156.48,100,85,TRUE,11/29/2018 11:58,R_1i3PnzSUYgK7DrT,,,,,52.19689941,0.14289856,anonymous,EN,"I consent, begin the study",8.256,30.279,31.243,11,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Once a month,Significantly less than half,26 - 35 years old,Male,No,White or Caucasian,"Doctorate (e.g. PhD, EdD)",Employed full time (40 hours or more a week),"$50,000 - $74,999"
11/30/2018 9:22,11/30/2018 9:25,IP Address,66.28.37.59,100,163,TRUE,11/30/2018 9:25,R_2YsUpbDC1R5AB0K,,,,,38.91220093,-77.0177002,anonymous,EN,"I consent, begin the study",12.761,40.76,43.091,11,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,26 - 35 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/30/2018 18:06,11/30/2018 18:08,IP Address,71.245.184.36,100,129,TRUE,11/30/2018 18:08,R_0PupJHEHKUFDeEx,,,,,40.4723053,-79.91320038,anonymous,EN,"I consent, begin the study",8.64,29.536,30.485,11,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly less than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/30/2018 18:13,11/30/2018 18:15,IP Address,67.171.67.237,100,107,TRUE,11/30/2018 18:15,R_3R7UgocUfEpVsFU,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",1.233,51.917,54.016,41,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Once a month,Significantly less than half,26 - 35 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/30/2018 19:04,11/30/2018 19:07,IP Address,107.77.224.71,100,139,TRUE,11/30/2018 19:07,R_3dPVVqaksnQRPzo,,,,,40.75709534,-73.96569824,anonymous,EN,"I consent, begin the study",4.98,83.349,84.715,103,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,2-3 times a month,Approximately half,26 - 35 years old,Female,No,White or Caucasian,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),Prefer not to answer
11/30/2018 19:04,11/30/2018 19:09,IP Address,67.171.68.237,100,269,TRUE,11/30/2018 19:09,R_2Y6cyW0KMXy0rs9,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",4.807,25.726,26.612,11,,,,,,,,,,,,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Less often,Significantly less than half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/30/2018 21:18,11/30/2018 21:22,IP Address,69.250.37.198,100,191,TRUE,11/30/2018 21:22,R_3mb3VnnA5oiCZqp,,,,,39.13549805,-77.28220367,anonymous,EN,"I consent, begin the study",42.443,70.551,71.611,11,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Once a month,Significantly more than half,26 - 35 years old,Female,No,Black or African American,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),"$10,000 - $24,999"
12/1/2018 13:09,12/1/2018 13:14,IP Address,208.54.90.214,100,293,TRUE,12/1/2018 13:14,R_3eyRZkX5bw3PWtu,,,,,39.98449707,-75.22820282,anonymous,EN,"I consent, begin the study",4.946,56.36,57.234,43,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Less often,Approximately half,26 - 35 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),"$50,000 - $74,999"
12/1/2018 13:43,12/1/2018 13:45,IP Address,74.98.241.36,100,153,TRUE,12/1/2018 13:45,R_1OV36l2hcgpoGGa,,,,,40.47520447,-79.95279694,anonymous,EN,"I consent, begin the study",3.191,55.759,61.122,45,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly less than half,26 - 35 years old,Male,No,Black or African American,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
12/1/2018 13:49,12/1/2018 13:57,IP Address,41.190.30.241,100,495,TRUE,12/1/2018 13:57,R_3g7Sulw0dNZNlbb,,,,,6.453094482,3.395797729,anonymous,EN,"I consent, begin the study",3.403,223.653,225.32,98,Won't buy,Won't buy,Buy,Buy,Won't buy,Buy,Buy,Buy,Buy,Buy,Won't buy,,,,,,,,,,,,Less often,None,26 - 35 years old,Male,No,Black or African American,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),"$1 - $9,999"
12/1/2018 14:00,12/1/2018 14:03,IP Address,41.58.72.176,100,189,TRUE,12/1/2018 14:03,R_1dmf5l2PLN8TckS,,,,,6.453094482,3.395797729,anonymous,EN,"I consent, begin the study",6.171,54.287,55.424,43,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Buy,Buy,Won't buy,Buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,26 - 35 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Employed full time (40 hours or more a week),"$1 - $9,999"
